reading test data from : satellite_test_adj.txt
handling NNC with K:3
test_object =     0, predicted_class =   2, true_class =   2, nn =     5, distance =    1.28, accuracy = 1.00
test_object =  1231, predicted_class =   0, true_class =   0, nn =  2982, distance =    1.03, accuracy = 1.00
test_object =  1232, predicted_class =   0, true_class =   0, nn =  2531, distance =    0.92, accuracy = 1.00
test_object =  1233, predicted_class =   0, true_class =   0, nn =  2431, distance =    1.12, accuracy = 1.00
test_object =  1234, predicted_class =   6, true_class =   6, nn =  2782, distance =    0.94, accuracy = 1.00
test_object =  1235, predicted_class =   3, true_class =   3, nn =  2153, distance =    1.02, accuracy = 1.00
test_object =  1236, predicted_class =   3, true_class =   3, nn =  2679, distance =    0.99, accuracy = 1.00
test_object =  1237, predicted_class =   3, true_class =   3, nn =  2843, distance =    1.01, accuracy = 1.00
test_object =  1238, predicted_class =   3, true_class =   3, nn =  2790, distance =    1.19, accuracy = 1.00
test_object =  1239, predicted_class =   6, true_class =   6, nn =  3041, distance =    0.96, accuracy = 1.00
test_object =  1240, predicted_class =   6, true_class =   4, nn =  3947, distance =    1.45, accuracy = 0.00
test_object =  1241, predicted_class =   6, true_class =   6, nn =  2850, distance =    1.23, accuracy = 1.00
test_object =  1242, predicted_class =   2, true_class =   2, nn =  2748, distance =    1.15, accuracy = 1.00
test_object =  1243, predicted_class =   2, true_class =   2, nn =   237, distance =    1.69, accuracy = 1.00
test_object =  1244, predicted_class =   2, true_class =   2, nn =  2853, distance =    1.68, accuracy = 1.00
test_object =  1245, predicted_class =   4, true_class =   4, nn =  2854, distance =    1.72, accuracy = 1.00
test_object =  1246, predicted_class =   4, true_class =   4, nn =   859, distance =    1.83, accuracy = 1.00
test_object =  1247, predicted_class =   4, true_class =   4, nn =  2807, distance =    0.86, accuracy = 1.00
test_object =  1248, predicted_class =   4, true_class =   4, nn =  2809, distance =    0.90, accuracy = 1.00
test_object =  1249, predicted_class =   4, true_class =   4, nn =  2808, distance =    0.97, accuracy = 1.00
test_object =  1250, predicted_class =   4, true_class =   4, nn =  2751, distance =    0.95, accuracy = 1.00
test_object =  1251, predicted_class =   4, true_class =   4, nn =  2757, distance =    1.35, accuracy = 1.00
test_object =  1252, predicted_class =   4, true_class =   4, nn =  2757, distance =    1.82, accuracy = 1.00
test_object =  1253, predicted_class =   0, true_class =   0, nn =  2865, distance =    1.19, accuracy = 1.00
test_object =  1254, predicted_class =   0, true_class =   0, nn =  3276, distance =    0.98, accuracy = 1.00
test_object =  1255, predicted_class =   0, true_class =   0, nn =  2531, distance =    1.00, accuracy = 1.00
test_object =  1256, predicted_class =   6, true_class =   6, nn =  2576, distance =    1.20, accuracy = 1.00
test_object =  1257, predicted_class =   6, true_class =   6, nn =  2837, distance =    0.90, accuracy = 1.00
test_object =  1258, predicted_class =   6, true_class =   6, nn =  1305, distance =    0.85, accuracy = 1.00
test_object =  1259, predicted_class =   3, true_class =   3, nn =  2785, distance =    0.96, accuracy = 1.00
test_object =  1260, predicted_class =   3, true_class =   3, nn =  2785, distance =    1.03, accuracy = 1.00
test_object =  1261, predicted_class =   6, true_class =   6, nn =  2684, distance =    1.02, accuracy = 1.00
test_object =  1262, predicted_class =   4, true_class =   4, nn =  2742, distance =    1.70, accuracy = 1.00
test_object =  1263, predicted_class =   4, true_class =   4, nn =  1620, distance =    1.37, accuracy = 1.00
test_object =  1264, predicted_class =   6, true_class =   6, nn =  2850, distance =    1.16, accuracy = 1.00
test_object =  1265, predicted_class =   6, true_class =   6, nn =  2693, distance =    1.04, accuracy = 1.00
test_object =  1266, predicted_class =   2, true_class =   2, nn =  2748, distance =    1.28, accuracy = 1.00
test_object =  1267, predicted_class =   2, true_class =   2, nn =  2748, distance =    1.14, accuracy = 1.00
test_object =  1268, predicted_class =   2, true_class =   2, nn =  2907, distance =    2.11, accuracy = 1.00
test_object =  1269, predicted_class =   4, true_class =   4, nn =  2807, distance =    1.41, accuracy = 1.00
test_object =  1270, predicted_class =   4, true_class =   4, nn =  2813, distance =    1.17, accuracy = 1.00
test_object =  1271, predicted_class =   4, true_class =   4, nn =  2816, distance =    2.25, accuracy = 1.00
test_object =  1272, predicted_class =   0, true_class =   0, nn =  2761, distance =    1.11, accuracy = 1.00
test_object =  1273, predicted_class =   0, true_class =   0, nn =  2830, distance =    1.01, accuracy = 1.00
test_object =  1274, predicted_class =   0, true_class =   0, nn =  2875, distance =    0.93, accuracy = 1.00
test_object =  1275, predicted_class =   0, true_class =   0, nn =  2720, distance =    0.88, accuracy = 1.00
test_object =  1276, predicted_class =   0, true_class =   0, nn =  3314, distance =    0.87, accuracy = 1.00
test_object =  1277, predicted_class =   0, true_class =   0, nn =  2145, distance =    1.30, accuracy = 1.00
test_object =  1278, predicted_class =   0, true_class =   0, nn =  2672, distance =    1.68, accuracy = 1.00
test_object =  1279, predicted_class =   6, true_class =   6, nn =  1424, distance =    1.06, accuracy = 1.00
test_object =  1280, predicted_class =   6, true_class =   6, nn =  2782, distance =    0.91, accuracy = 1.00
test_object =  1281, predicted_class =   3, true_class =   3, nn =   258, distance =    0.91, accuracy = 1.00
test_object =  1282, predicted_class =   3, true_class =   3, nn =   260, distance =    1.05, accuracy = 1.00
test_object =  1283, predicted_class =   3, true_class =   3, nn =  2890, distance =    0.77, accuracy = 1.00
test_object =  1284, predicted_class =   3, true_class =   3, nn =  2683, distance =    0.88, accuracy = 1.00
test_object =  1285, predicted_class =   3, true_class =   6, nn =    69, distance =    0.97, accuracy = 0.00
test_object =  1286, predicted_class =   6, true_class =   3, nn =  2067, distance =    1.63, accuracy = 0.00
test_object =  1287, predicted_class =   6, true_class =   3, nn =  1323, distance =    1.58, accuracy = 0.00
test_object =  1288, predicted_class =   4, true_class =   4, nn =  1324, distance =    1.93, accuracy = 1.00
test_object =  1289, predicted_class =   6, true_class =   6, nn =  1899, distance =    1.35, accuracy = 1.00
test_object =  1290, predicted_class =   6, true_class =   6, nn =  2744, distance =    1.33, accuracy = 1.00
test_object =  1291, predicted_class =   2, true_class =   2, nn =  3952, distance =    1.36, accuracy = 1.00
test_object =  1292, predicted_class =   2, true_class =   2, nn =  2852, distance =    1.13, accuracy = 1.00
test_object =  1293, predicted_class =   2, true_class =   2, nn =  2509, distance =    1.76, accuracy = 1.00
test_object =  1294, predicted_class =   4, true_class =   4, nn =  2806, distance =    1.53, accuracy = 1.00
test_object =  1295, predicted_class =   4, true_class =   4, nn =  2813, distance =    1.26, accuracy = 1.00
test_object =  1296, predicted_class =   4, true_class =   4, nn =  2813, distance =    1.43, accuracy = 1.00
test_object =  1297, predicted_class =   4, true_class =   4, nn =  2913, distance =    1.43, accuracy = 1.00
test_object =  1298, predicted_class =   2, true_class =   0, nn =  2862, distance =    2.07, accuracy = 0.00
test_object =  1299, predicted_class =   0, true_class =   0, nn =  2760, distance =    1.58, accuracy = 1.00
test_object =  1300, predicted_class =   0, true_class =   0, nn =  2973, distance =    0.89, accuracy = 1.00
test_object =  1301, predicted_class =   0, true_class =   0, nn =  3621, distance =    0.93, accuracy = 1.00
test_object =  1302, predicted_class =   0, true_class =   0, nn =  3026, distance =    1.01, accuracy = 1.00
test_object =  1303, predicted_class =   0, true_class =   0, nn =  2285, distance =    1.00, accuracy = 1.00
test_object =  1304, predicted_class =   6, true_class =   6, nn =  2619, distance =    1.16, accuracy = 1.00
test_object =  1305, predicted_class =   6, true_class =   6, nn =  2939, distance =    0.87, accuracy = 1.00
test_object =  1306, predicted_class =   3, true_class =   3, nn =  2788, distance =    1.17, accuracy = 1.00
test_object =  1307, predicted_class =   3, true_class =   3, nn =  2943, distance =    1.00, accuracy = 1.00
test_object =  1308, predicted_class =   3, true_class =   3, nn =  2943, distance =    0.85, accuracy = 1.00
test_object =  1309, predicted_class =   6, true_class =   6, nn =  3041, distance =    1.10, accuracy = 1.00
test_object =  1310, predicted_class =   6, true_class =   6, nn =  2893, distance =    0.98, accuracy = 1.00
test_object =  1311, predicted_class =   6, true_class =   6, nn =  2845, distance =    0.98, accuracy = 1.00
test_object =  1312, predicted_class =   6, true_class =   6, nn =  1323, distance =    1.93, accuracy = 1.00
test_object =  1313, predicted_class =   6, true_class =   6, nn =  1681, distance =    1.57, accuracy = 1.00
test_object =  1314, predicted_class =   2, true_class =   2, nn =  2905, distance =    1.02, accuracy = 1.00
test_object =  1315, predicted_class =   4, true_class =   4, nn =  3004, distance =    2.09, accuracy = 1.00
test_object =  1316, predicted_class =   6, true_class =   4, nn =  2619, distance =    2.00, accuracy = 0.00
test_object =  1317, predicted_class =   6, true_class =   4, nn =  2295, distance =    1.89, accuracy = 0.00
test_object =  1318, predicted_class =   4, true_class =   4, nn =  2909, distance =    1.67, accuracy = 1.00
test_object =  1319, predicted_class =   4, true_class =   4, nn =  2857, distance =    1.22, accuracy = 1.00
test_object =  1320, predicted_class =   2, true_class =   2, nn =  2861, distance =    1.97, accuracy = 1.00
test_object =  1321, predicted_class =   0, true_class =   2, nn =  2915, distance =    2.29, accuracy = 0.00
test_object =  1322, predicted_class =   0, true_class =   0, nn =  3082, distance =    1.71, accuracy = 1.00
test_object =  1323, predicted_class =   0, true_class =   0, nn =  3313, distance =    1.14, accuracy = 1.00
test_object =  1324, predicted_class =   0, true_class =   0, nn =  2973, distance =    0.85, accuracy = 1.00
test_object =  1325, predicted_class =   0, true_class =   0, nn =  2974, distance =    0.83, accuracy = 1.00
test_object =  1326, predicted_class =   0, true_class =   0, nn =  2977, distance =    1.02, accuracy = 1.00
test_object =  1327, predicted_class =   0, true_class =   0, nn =  3077, distance =    1.05, accuracy = 1.00
test_object =  1328, predicted_class =   0, true_class =   0, nn =  2528, distance =    1.02, accuracy = 1.00
test_object =  1329, predicted_class =   3, true_class =   3, nn =  2885, distance =    0.87, accuracy = 1.00
test_object =  1330, predicted_class =   3, true_class =   3, nn =  2988, distance =    0.91, accuracy = 1.00
test_object =  1331, predicted_class =   3, true_class =   3, nn =  2788, distance =    1.04, accuracy = 1.00
test_object =  1332, predicted_class =   3, true_class =   3, nn =  2786, distance =    1.18, accuracy = 1.00
test_object =  1333, predicted_class =   3, true_class =   3, nn =  2991, distance =    1.05, accuracy = 1.00
test_object =  1334, predicted_class =   3, true_class =   3, nn =  2992, distance =    0.92, accuracy = 1.00
test_object =  1335, predicted_class =   3, true_class =   3, nn =  2890, distance =    1.04, accuracy = 1.00
test_object =  1336, predicted_class =   6, true_class =   6, nn =  2629, distance =    1.14, accuracy = 1.00
test_object =  1337, predicted_class =   3, true_class =   6, nn =    68, distance =    0.91, accuracy = 0.00
test_object =  1338, predicted_class =   3, true_class =   6, nn =    69, distance =    1.09, accuracy = 0.00
test_object =  1339, predicted_class =   6, true_class =   6, nn =  2894, distance =    1.11, accuracy = 1.00
test_object =  1340, predicted_class =   6, true_class =   3, nn =  3429, distance =    1.41, accuracy = 0.00
test_object =  1341, predicted_class =   6, true_class =   6, nn =  2999, distance =    1.33, accuracy = 1.00
test_object =  1342, predicted_class =   4, true_class =   4, nn =  2898, distance =    1.55, accuracy = 1.00
test_object =  1343, predicted_class =   4, true_class =   4, nn =  3000, distance =    1.43, accuracy = 1.00
test_object =  1344, predicted_class =   2, true_class =   2, nn =  2953, distance =    1.00, accuracy = 1.00
test_object =  1345, predicted_class =   4, true_class =   2, nn =  3004, distance =    2.13, accuracy = 0.00
test_object =  1346, predicted_class =   4, true_class =   4, nn =  2908, distance =    2.13, accuracy = 1.00
test_object =  1347, predicted_class =   6, true_class =   4, nn =   743, distance =    2.10, accuracy = 0.00
test_object =  1348, predicted_class =   3, true_class =   4, nn =  1571, distance =    2.40, accuracy = 0.00
test_object =  1349, predicted_class =   4, true_class =   0, nn =  3634, distance =    1.71, accuracy = 0.00
test_object =  1350, predicted_class =   0, true_class =   0, nn =  2976, distance =    0.95, accuracy = 1.00
test_object =  1351, predicted_class =   0, true_class =   0, nn =  2927, distance =    0.89, accuracy = 1.00
test_object =  1352, predicted_class =   0, true_class =   0, nn =  2982, distance =    1.00, accuracy = 1.00
test_object =  1353, predicted_class =   0, true_class =   0, nn =  3226, distance =    1.34, accuracy = 1.00
test_object =  1354, predicted_class =   0, true_class =   0, nn =  2094, distance =    1.36, accuracy = 1.00
test_object =  1355, predicted_class =   6, true_class =   6, nn =  2133, distance =    1.02, accuracy = 1.00
