 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =  2029, predicted_class =   3, true_class =   3, nn =  1169, distance =    0.93, accuracy = 1.00
test_object =  2030, predicted_class =   5, true_class =   5, nn =  4775, distance =    0.76, accuracy = 1.00
test_object =  2031, predicted_class =   1, true_class =   1, nn =  5281, distance =    0.81, accuracy = 1.00
test_object =  2032, predicted_class =   0, true_class =   0, nn =  3547, distance =    1.11, accuracy = 1.00
test_object =  2033, predicted_class =   5, true_class =   5, nn =   173, distance =    0.65, accuracy = 1.00
test_object =  2034, predicted_class =   4, true_class =   4, nn =  6668, distance =    0.79, accuracy = 1.00
test_object =  2035, predicted_class =   8, true_class =   8, nn =  3300, distance =    1.14, accuracy = 1.00
test_object =  2036, predicted_class =   2, true_class =   2, nn =  1838, distance =    0.79, accuracy = 1.00
test_object =  2037, predicted_class =   1, true_class =   1, nn =  2950, distance =    1.00, accuracy = 1.00
test_object =  2038, predicted_class =   3, true_class =   3, nn =  1346, distance =    0.60, accuracy = 1.00
test_object =  2039, predicted_class =   9, true_class =   9, nn =  2274, distance =    0.77, accuracy = 1.00
test_object =  2040, predicted_class =   4, true_class =   4, nn =  7213, distance =    0.60, accuracy = 1.00
test_object =  2041, predicted_class =   0, true_class =   0, nn =   487, distance =    1.67, accuracy = 1.00
test_object =  2042, predicted_class =   7, true_class =   7, nn =  5480, distance =    0.79, accuracy = 1.00
test_object =  2043, predicted_class =   1, true_class =   1, nn =  5254, distance =    0.79, accuracy = 1.00
test_object =  2044, predicted_class =   7, true_class =   7, nn =  3948, distance =    0.66, accuracy = 1.00
test_object =  2045, predicted_class =   9, true_class =   9, nn =  1024, distance =    0.81, accuracy = 1.00
test_object =  2046, predicted_class =   9, true_class =   9, nn =  1539, distance =    1.43, accuracy = 1.00
test_object =  2047, predicted_class =   4, true_class =   4, nn =  3280, distance =    0.67, accuracy = 1.00
test_object =  2048, predicted_class =   8, true_class =   8, nn =  1953, distance =    0.83, accuracy = 1.00
test_object =  2049, predicted_class =   6, true_class =   6, nn =  5296, distance =    0.39, accuracy = 1.00
test_object =  2050, predicted_class =   5, true_class =   5, nn =  2119, distance =    0.88, accuracy = 1.00
test_object =  2051, predicted_class =   5, true_class =   5, nn =  6764, distance =    0.76, accuracy = 1.00
test_object =  2052, predicted_class =   6, true_class =   6, nn =   762, distance =    0.55, accuracy = 1.00
test_object =  2053, predicted_class =   3, true_class =   3, nn =  5069, distance =    0.43, accuracy = 1.00
test_object =  2054, predicted_class =   9, true_class =   9, nn =  4686, distance =    0.87, accuracy = 1.00
test_object =  2055, predicted_class =   7, true_class =   7, nn =  4917, distance =    0.57, accuracy = 1.00
test_object =  2056, predicted_class =   0, true_class =   0, nn =   193, distance =    0.55, accuracy = 1.00
test_object =  2057, predicted_class =   2, true_class =   2, nn =   517, distance =    0.48, accuracy = 1.00
test_object =  2058, predicted_class =   3, true_class =   3, nn =   370, distance =    0.50, accuracy = 1.00
test_object =  2059, predicted_class =   4, true_class =   4, nn =  4869, distance =    0.60, accuracy = 1.00
test_object =  2060, predicted_class =   3, true_class =   3, nn =  3707, distance =    0.84, accuracy = 1.00
test_object =  2061, predicted_class =   0, true_class =   0, nn =  2620, distance =    0.44, accuracy = 1.00
test_object =  2062, predicted_class =   4, true_class =   4, nn =  6935, distance =    0.72, accuracy = 1.00
test_object =  2063, predicted_class =   1, true_class =   1, nn =   213, distance =    1.03, accuracy = 1.00
test_object =  2064, predicted_class =   6, true_class =   6, nn =  7034, distance =    0.53, accuracy = 1.00
test_object =  2065, predicted_class =   8, true_class =   8, nn =  3901, distance =    1.02, accuracy = 1.00
test_object =  2066, predicted_class =   6, true_class =   6, nn =  4924, distance =    1.43, accuracy = 1.00
test_object =  2067, predicted_class =   6, true_class =   6, nn =  4924, distance =    0.51, accuracy = 1.00
test_object =  2068, predicted_class =   3, true_class =   3, nn =  6191, distance =    0.87, accuracy = 1.00
test_object =  2069, predicted_class =   6, true_class =   6, nn =  6766, distance =    1.09, accuracy = 1.00
test_object =  2070, predicted_class =   0, true_class =   0, nn =  3123, distance =    0.56, accuracy = 1.00
test_object =  2071, predicted_class =   5, true_class =   5, nn =  6122, distance =    0.90, accuracy = 1.00
test_object =  2072, predicted_class =   9, true_class =   9, nn =  2472, distance =    1.02, accuracy = 1.00
test_object =  2073, predicted_class =   6, true_class =   6, nn =  3206, distance =    0.63, accuracy = 1.00
test_object =  2074, predicted_class =   3, true_class =   3, nn =  6383, distance =    0.63, accuracy = 1.00
test_object =  2075, predicted_class =   1, true_class =   7, nn =  1454, distance =    1.52, accuracy = 0.00
test_object =  2076, predicted_class =   9, true_class =   9, nn =  1038, distance =    0.97, accuracy = 1.00
test_object =  2077, predicted_class =   3, true_class =   3, nn =  1611, distance =    0.83, accuracy = 1.00
test_object =  2078, predicted_class =   5, true_class =   5, nn =  7339, distance =    0.77, accuracy = 1.00
test_object =  2079, predicted_class =   8, true_class =   8, nn =   702, distance =    0.71, accuracy = 1.00
test_object =  2080, predicted_class =   2, true_class =   2, nn =  4733, distance =    0.63, accuracy = 1.00
test_object =  2081, predicted_class =   4, true_class =   4, nn =  2047, distance =    0.68, accuracy = 1.00
test_object =  2082, predicted_class =   6, true_class =   6, nn =  1641, distance =    0.50, accuracy = 1.00
test_object =  2083, predicted_class =   3, true_class =   3, nn =  1043, distance =    0.88, accuracy = 1.00
test_object =  2084, predicted_class =   6, true_class =   6, nn =  4858, distance =    0.88, accuracy = 1.00
test_object =  2085, predicted_class =   5, true_class =   5, nn =  5190, distance =    0.79, accuracy = 1.00
test_object =  2086, predicted_class =   4, true_class =   4, nn =  1570, distance =    0.61, accuracy = 1.00
test_object =  2087, predicted_class =   7, true_class =   7, nn =   543, distance =    0.69, accuracy = 1.00
test_object =  2088, predicted_class =   1, true_class =   1, nn =  1440, distance =    0.66, accuracy = 1.00
test_object =  2089, predicted_class =   9, true_class =   9, nn =  2971, distance =    1.40, accuracy = 1.00
test_object =  2090, predicted_class =   3, true_class =   3, nn =  6572, distance =    0.66, accuracy = 1.00
test_object =  2091, predicted_class =   6, true_class =   6, nn =  4311, distance =    0.75, accuracy = 1.00
test_object =  2092, predicted_class =   4, true_class =   4, nn =  4255, distance =    0.88, accuracy = 1.00
test_object =  2093, predicted_class =   7, true_class =   7, nn =  2071, distance =    0.53, accuracy = 1.00
test_object =  2094, predicted_class =   4, true_class =   4, nn =   157, distance =    1.20, accuracy = 1.00
test_object =  2095, predicted_class =   8, true_class =   8, nn =  3200, distance =    1.48, accuracy = 1.00
test_object =  2096, predicted_class =   0, true_class =   0, nn =  2321, distance =    0.53, accuracy = 1.00
test_object =  2097, predicted_class =   4, true_class =   4, nn =  3551, distance =    1.04, accuracy = 1.00
test_object =  2098, predicted_class =   9, true_class =   9, nn =  1424, distance =    1.60, accuracy = 1.00
test_object =  2099, predicted_class =   5, true_class =   5, nn =  4314, distance =    0.79, accuracy = 1.00
test_object =  2100, predicted_class =   5, true_class =   5, nn =  4284, distance =    0.52, accuracy = 1.00
test_object =  2101, predicted_class =   9, true_class =   9, nn =  4252, distance =    0.94, accuracy = 1.00
test_object =  2102, predicted_class =   5, true_class =   5, nn =  2695, distance =    0.95, accuracy = 1.00
test_object =  2103, predicted_class =   6, true_class =   6, nn =  7222, distance =    0.57, accuracy = 1.00
test_object =  2104, predicted_class =   0, true_class =   0, nn =  3476, distance =    0.58, accuracy = 1.00
test_object =  2105, predicted_class =   3, true_class =   3, nn =   260, distance =    0.59, accuracy = 1.00
test_object =  2106, predicted_class =   1, true_class =   1, nn =  1078, distance =    0.92, accuracy = 1.00
test_object =  2107, predicted_class =   4, true_class =   4, nn =  3183, distance =    0.42, accuracy = 1.00
test_object =  2108, predicted_class =   4, true_class =   4, nn =  5145, distance =    0.98, accuracy = 1.00
test_object =  2109, predicted_class =   1, true_class =   1, nn =    82, distance =    0.65, accuracy = 1.00
test_object =  2110, predicted_class =   9, true_class =   9, nn =  4252, distance =    1.00, accuracy = 1.00
test_object =  2111, predicted_class =   2, true_class =   2, nn =  5362, distance =    0.49, accuracy = 1.00
test_object =  2112, predicted_class =   1, true_class =   7, nn =   363, distance =    1.79, accuracy = 0.00
test_object =  2113, predicted_class =   5, true_class =   5, nn =  1109, distance =    1.43, accuracy = 1.00
test_object =  2114, predicted_class =   5, true_class =   5, nn =  1241, distance =    0.71, accuracy = 1.00
test_object =  2115, predicted_class =   6, true_class =   6, nn =  4832, distance =    0.49, accuracy = 1.00
test_object =  2116, predicted_class =   7, true_class =   7, nn =  4557, distance =    0.70, accuracy = 1.00
test_object =  2117, predicted_class =   7, true_class =   7, nn =   346, distance =    0.81, accuracy = 1.00
test_object =  2118, predicted_class =   5, true_class =   5, nn =   948, distance =    1.62, accuracy = 1.00
test_object =  2119, predicted_class =   8, true_class =   8, nn =  7235, distance =    1.27, accuracy = 1.00
test_object =  2120, predicted_class =   7, true_class =   7, nn =  1509, distance =    0.62, accuracy = 1.00
test_object =  2121, predicted_class =   7, true_class =   7, nn =  4542, distance =    0.76, accuracy = 1.00
test_object =  2122, predicted_class =   3, true_class =   3, nn =  5180, distance =    1.48, accuracy = 1.00
test_object =  2123, predicted_class =   7, true_class =   7, nn =  5063, distance =    0.54, accuracy = 1.00
test_object =  2124, predicted_class =   4, true_class =   4, nn =  6247, distance =    0.67, accuracy = 1.00
test_object =  2125, predicted_class =   9, true_class =   9, nn =   927, distance =    1.25, accuracy = 1.00
test_object =  2126, predicted_class =   4, true_class =   4, nn =  3702, distance =    0.64, accuracy = 1.00
test_object =  2127, predicted_class =   7, true_class =   7, nn =  5249, distance =    0.52, accuracy = 1.00
test_object =  2128, predicted_class =   8, true_class =   8, nn =  6840, distance =    0.96, accuracy = 1.00
test_object =  2129, predicted_class =   5, true_class =   5, nn =  5626, distance =    0.78, accuracy = 1.00
test_object =  2130, predicted_class =   1, true_class =   1, nn =  1697, distance =    0.58, accuracy = 1.00
test_object =  2131, predicted_class =   3, true_class =   3, nn =  3282, distance =    0.52, accuracy = 1.00
test_object =  2132, predicted_class =   5, true_class =   5, nn =  7015, distance =    0.70, accuracy = 1.00
test_object =  2133, predicted_class =   3, true_class =   3, nn =   643, distance =    0.97, accuracy = 1.00
test_object =  2134, predicted_class =   3, true_class =   3, nn =  5884, distance =    0.71, accuracy = 1.00
test_object =  2135, predicted_class =   0, true_class =   0, nn =  6693, distance =    0.50, accuracy = 1.00
test_object =  2136, predicted_class =   6, true_class =   6, nn =  4924, distance =    0.85, accuracy = 1.00
test_object =  2137, predicted_class =   2, true_class =   2, nn =  4772, distance =    0.45, accuracy = 1.00
test_object =  2138, predicted_class =   4, true_class =   4, nn =  1192, distance =    0.66, accuracy = 1.00
test_object =  2139, predicted_class =   4, true_class =   4, nn =  7389, distance =    0.98, accuracy = 1.00
test_object =  2140, predicted_class =   5, true_class =   5, nn =   229, distance =    1.07, accuracy = 1.00
test_object =  2141, predicted_class =   4, true_class =   4, nn =  3784, distance =    0.93, accuracy = 1.00
test_object =  2142, predicted_class =   0, true_class =   0, nn =  1446, distance =    0.56, accuracy = 1.00
test_object =  2143, predicted_class =   9, true_class =   9, nn =  6229, distance =    1.03, accuracy = 1.00
test_object =  2144, predicted_class =   1, true_class =   1, nn =  6380, distance =    0.50, accuracy = 1.00
test_object =  2145, predicted_class =   3, true_class =   3, nn =  5205, distance =    0.51, accuracy = 1.00
test_object =  2146, predicted_class =   5, true_class =   5, nn =  5550, distance =    0.81, accuracy = 1.00
test_object =  2147, predicted_class =   8, true_class =   8, nn =  1079, distance =    0.66, accuracy = 1.00
test_object =  2148, predicted_class =   0, true_class =   0, nn =   880, distance =    0.71, accuracy = 1.00
test_object =  2149, predicted_class =   3, true_class =   3, nn =  3517, distance =    0.51, accuracy = 1.00
test_object =  2150, predicted_class =   4, true_class =   4, nn =  2047, distance =    0.64, accuracy = 1.00
test_object =  2151, predicted_class =   5, true_class =   5, nn =  6122, distance =    0.77, accuracy = 1.00
test_object =  2152, predicted_class =   2, true_class =   2, nn =  6869, distance =    0.81, accuracy = 1.00
test_object =  2153, predicted_class =   1, true_class =   1, nn =   775, distance =    0.51, accuracy = 1.00
test_object =  2154, predicted_class =   2, true_class =   2, nn =  4459, distance =    0.76, accuracy = 1.00
